,R_fighter,B_fighter,B_avg_KD,B_avg_opp_KD,B_avg_SIG_STR_pct,B_avg_opp_SIG_STR_pct,B_avg_TD_pct,B_avg_opp_TD_pct,B_avg_SUB_ATT,B_avg_opp_SUB_ATT,B_avg_REV,B_avg_opp_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_BODY_att,B_avg_BODY_landed,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_LEG_att,B_avg_LEG_landed,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_avg_SIG_STR_pct,R_avg_opp_SIG_STR_pct,R_avg_TD_pct,R_avg_opp_TD_pct,R_avg_SUB_ATT,R_avg_opp_SUB_ATT,R_avg_REV,R_avg_opp_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_BODY_att,R_avg_BODY_landed,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_LEG_att,R_avg_LEG_landed,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_nan,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_nan,Winner_Blue,Winner_Draw,Winner_Red
175,Paul Felder,Rafael Dos Anjos,9.97781753540039e-05,3.725290298461914e-09,0.4451563495025039,0.2929873580113053,0.0924079892784357,0.5536510339751839,0.2618108578026295,1.9371509552001957e-06,0.1875000037252903,7.450580596923828e-09,93.26508740335704,45.3070478849113,119.37903540953992,45.13156848028302,118.97375994548203,66.67342108488083,164.71469981595874,81.80541687458755,3.017491903156042,0.6314375251531601,10.199367426335813,5.473835591226816,63.73330884426832,21.111572638154033,102.08066170662642,32.75347315147519,14.810269623994827,11.668238006532192,13.443553932011127,8.628894362598658,14.72150893509388,12.527237240225075,3.8548197709023952,3.749200966209173,84.57467395067216,37.874180141836405,103.49341452121736,34.287821393460035,6.580979578197002,5.616881534457207,9.3820190243423,6.871723752468824,2.109433874487877,1.8159862086176872,6.503601863980293,3.972023334354162,101.00804886966944,578.8801834322513,1138.9088589958847,86,4,0,2,5,18,11,0,0,0,10,4,4,0,172.72,177.8,155.0,0.0235595703125,0.0001220703125,0.448096923828125,0.5318701171875,0.0006103515625,0.24753540039062505,0.0029296875,0.0625,0.0,0.0313720703125,179.144775390625,81.187744140625,162.61767578125,88.216064453125,193.3800048828125,93.1529541015625,175.5408935546875,99.573486328125,1.0706787109375,0.0020751953125,3.5810546875,0.951416015625,136.630126953125,49.081787109375,114.31689453125,48.22705078125,18.4844970703125,13.6043701171875,16.51025390625,12.8328857421875,24.0301513671875,18.5015869140625,31.79052734375,27.1561279296875,167.608154296875,74.7486572265625,156.3172607421875,84.0101318359375,8.4381103515625,4.3466796875,4.6495361328125,2.68408203125,3.0985107421875,2.0924072265625,1.65087890625,1.5218505859375,55.0360107421875,216.6302490234375,1173.0401611328125,38,0,2,0,3,9,5,0,0,2,2,4,1,0,180.34,177.8,155.0,36.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
187,Chris Gruetzemacher,Alexander Hernandez,0.0625,0.125,0.348125,0.450625,0.325,0.145625,0.0,0.0625,0.0625,0.0,95.75,32.3125,108.4375,48.1875,103.6875,39.6875,112.4375,52.1875,3.625,1.75,0.5,0.25,68.6875,17.5625,89.8125,35.125,24.6875,13.5,13.125,8.625,2.375,1.25,5.5,4.4375,85.75,25.25,97.75,40.3125,7.9375,5.6875,8.625,6.0625,2.0625,1.375,2.0625,1.8125,68.25,23.8125,631.75,11,0,2,0,2,3,2,0,0,0,2,1,0,0,175.26,182.88,155.0,0.0,0.0,0.59375,0.39625,0.0,0.245,0.0,0.375,0.0,0.0,150.375,91.875,129.625,52.125,166.5,106.75,134.75,56.75,0.0,0.0,4.875,1.75,102.25,49.375,115.875,41.625,33.0,28.375,11.5,8.75,15.125,14.125,2.25,1.75,103.5,55.75,108.0,39.875,37.625,29.5,18.625,10.5,9.25,6.625,3.0,1.75,56.5,114.625,627.625,10,0,1,0,1,2,2,0,0,0,1,1,0,0,172.72,172.72,155.0,28.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
191,Bobby Green,Thiago Moises,0.0,0.25,0.25,0.43875,0.0825,0.10375,1.125,0.25,0.0,0.0,51.25,18.75,99.875,41.625,60.5,26.625,122.0,59.875,3.25,0.5,3.0,0.75,41.375,12.0,60.75,15.75,4.625,2.375,28.25,15.75,5.25,4.375,10.875,10.125,43.75,12.75,85.125,31.375,2.625,2.125,3.875,2.625,4.875,3.875,10.875,7.625,64.875,155.125,612.5,11,0,0,1,1,2,2,0,0,0,1,0,1,0,175.26,177.8,155.0,0.2501220703125,0.01171875,0.595946044921875,0.325765380859375,0.738759765625,0.289468994140625,0.2813720703125,0.0703125,0.015869140625,0.015625,132.7109375,78.750732421875,91.3126220703125,31.768310546875,169.30224609375,110.8338623046875,105.683349609375,45.1043701171875,4.5045166015625,3.1805419921875,5.377197265625,1.2353515625,94.1141357421875,46.3084716796875,68.79931640625,16.5673828125,26.1947021484375,21.0802001953125,15.3597412109375,8.6973876953125,12.402099609375,11.362060546875,7.153564453125,6.5035400390625,101.353759765625,53.2672119140625,85.7847900390625,27.956787109375,15.6334228515625,14.5108642578125,4.5115966796875,2.9715576171875,15.7237548828125,10.97265625,1.0162353515625,0.8399658203125,306.2379150390625,100.4471435546875,898.4940185546875,38,0,4,0,4,8,6,0,0,1,5,1,1,0,177.8,180.34,155.0,25.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
204,Khabib Nurmagomedov,Justin Gaethje,0.4375,0.015625,0.6565624999999999,0.4153125,0.0,0.01296875,0.0,0.0,0.0,0.0,132.109375,91.5625,185.90625,83.78125,132.4375,91.875,186.3125,84.109375,0.015625,0.0,0.234375,0.03125,100.71875,62.359375,137.203125,42.875,8.703125,7.5,26.453125,21.53125,22.6875,21.703125,22.25,19.375,127.5,88.296875,184.390625,82.53125,3.75,2.6875,1.421875,1.1875,0.859375,0.578125,0.09375,0.0625,8.9375,1.03125,849.640625,17,1,1,0,4,5,2,0,0,0,0,5,0,0,180.34,177.8,155.0,0.00146484375,0.0,0.5345947265625,0.3772119140625,0.6367041015625,0.00203125,1.41064453125,0.53125,0.0,0.0,106.8515625,55.509765625,66.13623046875,26.49658203125,147.21875,91.2421875,87.77783203125,47.490234375,8.8720703125,5.45263671875,0.146484375,0.00244140625,97.029296875,47.02783203125,48.44384765625,15.3125,7.087890625,5.7490234375,12.8505859375,7.41259765625,2.734375,2.73291015625,4.841796875,3.771484375,66.533203125,26.015625,61.4326171875,22.3134765625,1.55859375,0.97119140625,3.17041015625,2.65380859375,38.759765625,28.52294921875,1.533203125,1.529296875,597.5966796875,0.3251953125,922.2744140625,36,3,12,0,12,12,0,0,0,0,6,2,4,0,177.8,177.8,155.0,31.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
206,Joel Alvarez,Alexander Yakovlev,0.046875,0.0078125,0.50921875,0.352734375,0.41390625,0.12375,0.25,0.125,0.0078125,0.0,38.171875,17.71875,71.2734375,23.1015625,50.75,28.21875,97.9140625,47.359375,4.9765625,1.9765625,1.6328125,0.609375,26.1328125,8.171875,62.109375,15.9375,7.3125,5.265625,4.921875,3.0859375,4.7265625,4.28125,4.2421875,4.078125,28.3984375,10.0390625,63.9765625,17.8203125,2.3359375,2.171875,2.8671875,1.8359375,7.4375,5.5078125,4.4296875,3.4453125,226.4375,195.2734375,732.09375,20,0,0,2,2,3,5,0,0,0,1,1,1,0,190.5,187.96,155.0,0.0,0.0,0.4275,0.5325,0.0,0.75,0.5,0.0,0.25,0.0,60.5,23.25,55.5,26.25,78.5,40.25,67.5,37.0,0.0,0.0,1.0,1.0,46.75,14.0,33.25,11.5,5.75,3.0,15.25,9.5,8.0,6.25,7.0,5.25,55.25,19.5,53.75,25.0,1.0,0.5,0.0,0.0,4.25,3.25,1.75,1.25,4.25,70.0,408.0,6,0,0,1,2,2,1,0,0,0,0,1,1,0,190.5,195.58,155.0,36.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
220,Jamie Mullarkey,Fares Ziam,0.0,0.0,0.32,0.42,0.0,0.25,0.0,0.0,0.0,0.0,31.0,10.0,49.0,21.0,96.0,70.0,111.0,72.0,4.0,0.0,12.0,3.0,26.0,6.0,36.0,11.0,2.0,1.0,7.0,6.0,3.0,3.0,6.0,4.0,25.0,8.0,27.0,8.0,4.0,2.0,8.0,3.0,2.0,0.0,14.0,10.0,146.0,577.0,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,185.42,190.5,155.0,0.0,0.0,0.37,0.59,0.2,1.0,1.0,0.0,1.0,1.0,95.0,36.0,153.0,91.0,100.0,41.0,167.0,104.0,15.0,3.0,1.0,1.0,83.0,25.0,129.0,70.0,4.0,4.0,16.0,14.0,8.0,7.0,8.0,7.0,93.0,35.0,121.0,63.0,0.0,0.0,3.0,3.0,2.0,1.0,29.0,25.0,203.0,179.0,900.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,182.88,187.96,155.0,23.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
244,Luigi Vendramini,Jessin Ayari,0.0,0.5,0.3875,0.41,0.0,0.165,0.25,0.0,0.0,0.0,140.0,56.0,138.0,57.0,144.75,60.25,140.5,59.0,2.0,0.0,0.75,0.5,120.5,41.75,98.0,26.0,10.75,6.75,8.0,4.75,8.75,7.5,32.0,26.25,129.5,49.5,131.25,51.75,9.25,5.5,2.25,2.0,1.25,1.0,4.5,3.25,17.25,52.5,900.0,9,0,1,0,1,1,2,0,0,1,0,0,0,0,182.88,185.42,155.0,0.0,1.0,0.23,0.46,0.0,0.0,1.0,0.0,0.0,0.0,17.0,4.0,32.0,15.0,21.0,7.0,32.0,15.0,5.0,0.0,0.0,0.0,11.0,1.0,24.0,8.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,17.0,4.0,24.0,9.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,161.0,8.0,380.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,172.72,185.42,170.0,28.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
250,Brad Riddell,Alex Da Silva,0.0,0.0,0.425,0.6,0.54,0.25,0.0,0.5,0.0,0.5,29.0,12.5,30.5,17.0,76.5,49.0,57.5,38.5,3.5,2.0,1.5,0.5,24.5,8.5,25.5,12.5,2.5,2.0,3.5,3.0,2.0,2.0,1.5,1.5,19.5,4.5,20.0,7.5,2.0,2.0,2.5,2.5,7.5,6.0,8.0,7.0,495.0,75.5,695.0,5,0,0,1,1,1,1,0,0,0,1,0,0,0,172.72,185.42,155.0,0.5,0.0,0.5549999999999999,0.485,1.0,0.46,0.0,0.5,0.5,0.5,112.5,64.5,70.5,32.0,132.0,82.0,78.0,38.5,1.0,1.0,13.0,5.5,89.0,45.5,53.0,17.5,16.5,13.0,7.5,5.5,7.0,6.0,10.0,9.0,83.0,41.5,60.0,23.5,3.0,3.0,5.0,4.0,26.5,20.0,5.5,4.5,150.5,313.0,900.0,6,0,2,0,2,2,0,0,0,1,1,0,0,0,170.18,180.34,155.0,24.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
270,Bobby Green,Alan Patrick,0.015625,0.53125,0.4928125,0.6178125000000001,0.2825,0.270625,0.1875,0.4375,0.0,0.0,50.015625,23.34375,68.234375,44.46875,87.28125,52.546875,105.40625,76.953125,7.609375,3.234375,1.203125,0.5625,37.640625,16.03125,52.5625,30.796875,9.75,5.71875,10.34375,8.421875,2.625,1.59375,5.328125,5.25,38.375,14.90625,34.734375,16.671875,2.875,2.484375,6.59375,6.046875,8.765625,5.953125,26.90625,21.75,333.921875,194.3125,834.65625,18,0,2,0,3,5,2,0,0,0,4,1,0,0,180.34,187.96,155.0,0.500244140625,0.0234375,0.55189208984375,0.38153076171875,0.81751953125,0.41893798828125,0.562744140625,0.140625,0.03173828125,0.03125,170.421875,96.50146484375,113.625244140625,44.53662109375,189.6044921875,112.667724609375,122.36669921875,52.208740234375,3.009033203125,2.361083984375,4.75439453125,1.470703125,114.228271484375,51.616943359375,87.5986328125,25.134765625,33.389404296875,24.160400390625,15.719482421875,10.394775390625,22.80419921875,20.72412109375,10.30712890625,9.007080078125,139.70751953125,71.534423828125,103.569580078125,37.91357421875,13.266845703125,12.021728515625,9.023193359375,5.943115234375,17.447509765625,12.9453125,1.032470703125,0.679931640625,161.475830078125,97.894287109375,896.988037109375,35,0,4,0,4,7,6,0,0,1,4,1,1,0,177.8,180.34,155.0,37.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
277,Ottman Azaitar,Khama Worthy,0.5,0.0,0.475,0.52,0.0,0.21,0.5,1.5,1.0,0.0,76.0,38.0,52.0,26.5,82.5,43.5,53.0,27.5,0.0,0.0,3.5,1.5,45.5,14.5,37.0,14.0,13.5,10.0,5.5,4.0,17.0,13.5,9.5,8.5,71.0,34.5,48.5,24.0,1.0,0.5,0.0,0.0,4.0,3.0,3.5,2.5,24.0,126.5,514.0,4,0,2,0,2,2,0,0,0,0,0,1,1,0,180.34,187.96,155.0,1.0,0.0,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,19.0,8.0,53.0,27.0,19.0,8.0,0.0,0.0,1.0,0.0,44.0,22.0,12.0,3.0,6.0,2.0,6.0,5.0,3.0,3.0,1.0,0.0,40.0,18.0,13.0,3.0,11.0,8.0,6.0,5.0,2.0,1.0,0.0,0.0,11.0,0.0,213.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,172.72,180.34,155.0,33.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
305,Austin Hubbard,Joe Solecki,0.0,0.0,0.8,0.45,0.8,0.0,0.0,0.0,0.0,1.0,70.0,56.0,22.0,10.0,217.0,177.0,33.0,20.0,5.0,4.0,0.0,0.0,63.0,50.0,19.0,7.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,7.0,15.0,3.0,1.0,1.0,1.0,1.0,61.0,48.0,6.0,6.0,749.0,6.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,175.26,177.8,155.0,0.0,0.0,0.5225,0.33125000000000004,0.075,0.3825,0.0,0.5,0.0,0.0,97.75,51.125,71.0,25.625,115.5,63.5,75.25,28.75,0.625,0.375,7.0,3.375,56.625,25.125,58.0,16.375,24.75,12.25,4.75,2.5,16.375,13.75,8.25,6.75,91.125,46.875,64.0,20.125,4.875,2.75,2.125,1.625,1.75,1.5,4.875,3.875,49.0,190.5,750.0,11,0,0,1,1,2,2,0,0,0,1,0,0,1,177.8,180.34,155.0,26.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
315,Jim Miller,Vinc Pichel,0.0625,0.0,0.4678125,0.40921875,0.3140625,0.53546875,0.515625,0.53125,0.5,0.0,86.484375,42.90625,69.828125,27.328125,106.59375,62.5625,78.484375,34.671875,4.03125,2.0,3.84375,2.828125,54.484375,20.8125,59.40625,19.4375,16.546875,10.640625,6.984375,5.125,15.453125,11.453125,3.4375,2.765625,61.390625,21.46875,61.484375,21.703125,12.078125,10.390625,5.3125,3.71875,13.015625,11.046875,3.03125,1.90625,212.984375,197.5625,756.859375,16,0,0,1,4,5,2,0,0,0,4,1,0,0,177.8,182.88,155.0,1.6298145055770874e-08,0.007816314697265625,0.5450724673847436,0.4484884222364053,0.08398214372398798,0.2873406177997822,0.7066000106860884,0.031534256704617285,3.862573066726327e-05,0.0009770396864041686,34.78539302392164,16.803399026510306,54.12488546583336,24.172856917895842,41.17771076672943,22.62023877422325,65.85687661136035,35.38194040430244,0.6928831264376639,0.1573848389671184,0.2937127914046869,0.2909724788623862,26.163603543245696,9.000398290692827,48.5637843728764,20.704220501240343,4.4208036977797756,3.8863368274760433,2.7399758926476347,1.4533537388779223,4.2009857828961685,3.9166639083414334,2.8211252003093255,2.015282677777577,29.24496785743395,12.593924095446711,46.38208907557418,19.005117372144014,3.5960451447172086,2.8162445569178085,4.11713237449294,2.582558629626874,1.9443800217704847,1.3932303741457872,3.625664015766233,2.5851809161249553,65.5822552088066,92.079719830479,325.0623576051439,77,0,2,0,7,21,14,0,0,2,6,3,10,0,172.72,180.34,155.0,37.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
324,Beneil Dariush,Scott Holtzman,0.33203125,0.0,0.466953125,0.43201171875,0.69494140625,0.16033203125,0.005859375,0.1640625,0.03515625,0.0234375,151.408203125,70.396484375,100.78515625,46.779296875,183.3828125,99.169921875,110.046875,54.822265625,1.58984375,1.103515625,4.65625,1.029296875,133.08984375,58.6875,79.11328125,27.8671875,9.103515625,6.09375,12.04296875,10.19140625,9.21484375,5.615234375,9.62890625,8.720703125,124.115234375,51.857421875,87.7890625,36.0703125,11.646484375,8.259765625,10.796875,8.787109375,15.646484375,10.279296875,2.19921875,1.921875,273.771484375,81.337890625,819.8515625,29,0,1,0,3,7,3,0,0,0,4,1,1,1,175.26,175.26,155.0,0.5195465087890625,0.039093017578125,0.6166319274902343,0.5099143981933594,0.4967889404296876,0.00465179443359375,1.5005340576171875,0.2527008056640625,0.0,0.000244140625,31.39860534667969,18.814178466796875,26.3863525390625,13.909042358398438,42.20172119140625,26.61198425292969,35.03985595703125,22.198226928710934,3.172958374023437,1.5018310546875,0.244964599609375,0.0205535888671875,23.40196228027344,11.553192138671875,21.80186462402344,9.575302124023438,5.316070556640625,4.812591552734375,2.40673828125,2.1588287353515625,2.680572509765625,2.448394775390625,2.1777496337890625,2.174911499023437,23.3477783203125,12.757415771484375,22.324447631835934,10.587265014648438,3.009017944335937,2.282012939453125,3.920944213867188,3.1886749267578125,5.04180908203125,3.774749755859375,0.140960693359375,0.1331024169921875,236.2898406982422,11.491363525390625,363.95155334472656,35,0,1,0,5,12,5,0,0,1,4,2,5,0,177.8,182.88,155.0,36.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
338,Lando Vannata,Bobby Green,0.00048828125,0.046875,0.5237841796875,0.3430615234375,0.6350390625,0.3378759765625,1.12548828125,0.28125,0.0634765625,0.0625,145.84375,78.0029296875,100.25048828125,35.0732421875,160.208984375,89.33544921875,105.7333984375,40.41748046875,3.01806640625,1.72216796875,7.5087890625,1.94140625,93.45654296875,36.23388671875,76.197265625,19.26953125,36.77880859375,28.32080078125,10.43896484375,4.78955078125,15.6083984375,13.4482421875,13.6142578125,11.01416015625,119.4150390625,54.06884765625,92.13916015625,30.8271484375,14.53369140625,13.04345703125,6.04638671875,2.88623046875,11.89501953125,10.890625,2.06494140625,1.35986328125,137.95166015625,168.78857421875,893.97607421875,32,0,4,0,4,6,6,0,0,1,3,1,1,0,177.8,180.34,155.0,0.1484375,0.0,0.4601953125,0.3721484375,0.165625,0.17828125,0.203125,0.07421875,0.0,0.0625,136.1875,66.4140625,142.078125,52.67578125,150.671875,77.2421875,146.28515625,54.8359375,2.40625,0.2890625,2.8515625,1.1875,81.2578125,25.62890625,110.31640625,30.40625,25.36328125,18.4375,17.3984375,10.890625,29.56640625,22.34765625,14.36328125,11.37890625,127.3984375,62.3671875,135.1796875,47.71484375,3.8046875,1.515625,3.6484375,2.9609375,4.984375,2.53125,3.25,2.0,34.97265625,88.234375,819.4609375,22,0,0,1,1,3,6,0,0,0,1,1,1,0,175.26,180.34,155.0,33.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
354,Joe Duffy,Joel Alvarez,0.0,0.0,0.375,0.535,0.0,0.5,0.0,0.0,0.5,0.0,84.0,28.5,85.0,38.5,120.0,62.5,109.0,60.0,0.0,0.0,1.0,1.0,69.5,21.0,50.5,17.0,7.5,3.0,25.5,15.0,7.0,4.5,9.0,6.5,74.5,21.0,81.5,36.0,1.0,1.0,0.0,0.0,8.5,6.5,3.5,2.5,8.5,131.0,671.0,5,0,0,1,1,1,1,0,0,0,0,1,0,0,190.5,195.58,155.0,0.078125,0.75,0.3040625,0.468125,0.415,0.4128125,0.109375,0.0,0.125,0.0,71.265625,21.828125,100.25,48.015625,79.140625,28.578125,111.625,58.109375,2.0,1.0,3.75,1.875,57.640625,12.46875,65.328125,20.65625,8.5625,4.671875,19.1875,14.609375,5.0625,4.6875,15.734375,12.75,67.78125,19.59375,88.671875,40.0,1.578125,1.15625,6.953125,5.046875,1.90625,1.078125,4.625,2.96875,58.703125,159.921875,746.5,14,0,2,0,2,4,3,0,0,0,1,1,2,0,177.8,185.42,155.0,26.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
356,Marc Diakiese,Rafael Fiziev,0.0,0.5,0.75,0.62,0.5,0.0,0.0,0.0,0.0,0.0,66.0,33.5,72.5,32.5,69.5,37.0,79.5,38.5,0.5,0.5,5.5,0.0,43.0,20.0,55.5,22.0,13.0,6.0,14.0,8.0,10.0,7.5,3.0,2.5,55.0,26.5,56.5,20.0,11.0,7.0,12.5,9.0,0.0,0.0,3.5,3.5,47.0,32.0,493.0,4,0,0,1,1,1,1,0,0,0,1,0,0,0,172.72,180.34,155.0,0.265625,0.125,0.428515625,0.358203125,0.49421875,0.14203125,0.0,0.0625,0.09375,0.0,111.5,45.1015625,80.5546875,30.4921875,124.6640625,54.1484375,105.9375,48.796875,5.609375,2.8671875,1.9765625,0.4921875,68.828125,17.5390625,55.9140625,14.4921875,23.1796875,13.84375,10.09375,6.265625,19.4921875,13.71875,14.546875,9.734375,100.0234375,37.953125,73.5390625,26.9296875,4.609375,3.046875,4.1171875,2.296875,6.8671875,4.1015625,2.8984375,1.265625,231.546875,41.2734375,867.78125,21,0,3,0,3,5,3,0,0,0,3,2,0,0,177.8,185.42,155.0,27.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
365,Davi Ramos,Arman Tsarukyan,0.0,0.0,0.37,0.585,0.13,0.22,0.0,0.0,0.0,0.0,74.0,30.0,34.0,18.5,132.0,85.0,57.0,41.5,11.5,1.5,6.0,2.0,51.0,16.5,23.0,10.5,16.5,9.0,9.0,7.0,6.5,4.5,2.0,1.0,51.0,13.0,25.5,10.5,8.5,6.0,4.5,4.5,14.5,11.0,4.0,3.5,290.0,213.5,900.0,6,0,0,1,1,1,1,0,0,0,1,0,0,0,170.18,182.88,155.0,0.0,0.5,0.35125,0.39625,0.3096875,0.0,0.21875,0.0,0.0,0.0,66.5625,22.9375,83.1875,35.34375,82.0,36.9375,110.96875,58.6875,2.75,1.09375,0.5,0.0,50.75,16.375,63.75,22.34375,11.75,2.78125,12.0625,6.21875,4.0625,3.78125,7.375,6.78125,58.90625,15.53125,71.1875,27.125,2.65625,2.53125,2.375,2.125,5.0,4.875,9.625,6.09375,102.53125,152.90625,754.0,14,0,0,1,4,4,2,0,0,0,1,0,3,0,167.64,177.8,155.0,23.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
390,Luis Pena,Khama Worthy,1.0,0.0,0.41,0.55,0.0,0.0,0.0,0.0,0.0,0.0,51.0,21.0,27.0,15.0,51.0,21.0,27.0,15.0,0.0,0.0,0.0,0.0,30.0,9.0,13.0,3.0,5.0,2.0,3.0,2.0,16.0,10.0,11.0,10.0,46.0,18.0,27.0,15.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,255.0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,180.34,187.96,155.0,0.03125,0.0,0.5453125,0.50875,0.3053125,0.75125,1.15625,0.59375,1.0625,0.03125,79.875,41.34375,60.96875,29.4375,111.4375,61.6875,121.59375,71.0,1.625,0.5,3.28125,1.96875,72.1875,36.5625,44.96875,16.3125,6.375,3.46875,7.53125,4.78125,1.3125,1.3125,8.46875,8.34375,46.6875,17.625,51.75,24.4375,7.15625,4.9375,2.90625,1.71875,26.03125,18.78125,6.3125,3.28125,523.96875,78.625,850.25,16,0,1,0,2,4,2,0,0,0,2,1,1,0,190.5,190.5,155.0,33.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
